order_id,salescheck,shipped_date,delivery_type_code,carrier,ship_mode,tracking_number,create_time
852443765,093002410704,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176594    ","2017-07-08 21:18:42"
852447836,093002414029,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176547    ","2017-07-08 22:40:08"
850934531,093002414229,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176567    ","2017-07-08 22:50:08"
852454435,093002418525,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176467    ","2017-07-09 01:33:12"
852458768,093002421373,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176601    ","2017-07-09 07:45:42"
852463511,093002425217,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176576    ","2017-07-09 10:41:38"
852463511,093002425217,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176576    ","2017-07-09 10:41:38"
852465485,093002427336,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176449    ","2017-07-09 11:15:08"
852465485,093002427336,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176449    ","2017-07-09 11:15:08"
852452156,093002429694,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176450    ","2017-07-09 12:12:08"
852471184,093002431643,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176503    ","2017-07-09 12:43:09"
852474256,093002434355,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176530    ","2017-07-09 14:02:42"
852479795,093002439744,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176529    ","2017-07-09 15:25:38"
852479795,093002439744,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176529    ","2017-07-09 15:25:38"
852479795,093002439744,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176529    ","2017-07-09 15:25:38"
852483597,093002442151,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176610    ","2017-07-09 16:06:38"
852483812,093002442663,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176496    ","2017-07-09 16:15:43"
852483425,093002442880,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176558    ","2017-07-09 16:17:39"
852483425,093002442880,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176558    ","2017-07-09 16:17:39"
852483425,093002442880,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176558    ","2017-07-09 16:17:39"
852483425,093002442880,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176558    ","2017-07-09 16:17:39"
852483425,093002442880,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176558    ","2017-07-09 16:17:39"
852503823,093002459956,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176487    ","2017-07-09 21:22:42"
992973524,093002461303,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176510    ","2017-07-09 21:41:09"
992973524,093002461303,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176510    ","2017-07-09 21:41:09"
992973524,093002461303,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176510    ","2017-07-09 21:41:09"
992973524,093002461303,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176510    ","2017-07-09 21:41:09"
992973524,093002461303,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176510    ","2017-07-09 21:41:09"
852506210,093002462879,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176476    ","2017-07-09 22:14:38"
852506210,093002462879,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176476    ","2017-07-09 22:14:38"
852506210,093002462879,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176476    ","2017-07-09 22:14:38"
852495819,093002453134,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176430    ","2017-07-10 06:55:12"
852524904,093002498337,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176585    ","2017-07-10 09:50:07"
852524904,093002498337,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176585    ","2017-07-10 09:50:07"
852532573,093002535577,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176629    ","2017-07-10 12:07:08"
852538724,093002543308,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176636    ","2017-07-10 14:36:08"
852544046,093002544689,"2017-07-10 00:00:00",A,UPS,GD,"1Z0591960300176645    ","2017-07-10 15:04:08"
852550217,093002576029,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176656    ","2017-07-10 17:56:08"
852560209,093002579223,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176665    ","2017-07-10 18:57:08"
852562763,093002582069,"2017-07-10 00:00:00",R,UPS,GDE,"1Z059196YW00176674    ","2017-07-10 20:03:46"
852567853,093002588723,"2017-07-11 00:00:00",R,UPS,GDE,"1Z059196YW00176718    ","2017-07-10 22:06:43"
852567853,093002588723,"2017-07-11 00:00:00",R,UPS,GDE,"1Z059196YW00176718    ","2017-07-10 22:06:43"
852567853,093002588723,"2017-07-11 00:00:00",R,UPS,GDE,"1Z059196YW00176718    ","2017-07-10 22:06:43"
852570886,093002589509,"2017-07-11 00:00:00",R,UPS,GDE,"1Z059196YW00176754    ","2017-07-10 22:18:42"
852570886,093002589509,"2017-07-11 00:00:00",R,UPS,GDE,"1Z059196YW00176754    ","2017-07-10 22:18:42"
851947022,093002592515,"2017-07-11 00:00:00",R,UPS,GDE,"1Z059196YW00176683    ","2017-07-10 23:18:43"
