order_id,salescheck,shipped_date,delivery_type_code,carrier,ship_mode,tracking_number,create_time
852448978,093002414926,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312192    ","2017-07-08 23:09:37"
852448405,093002415666,"2017-07-09 00:00:00",R,UPS,GDE,"1Z97364EYW00312265    ","2017-07-08 23:15:42"
852448892,093002415104,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312236    ","2017-07-08 23:16:42"
852452485,093002417089,"2017-07-09 00:00:00",R,UPS,GDE,"1Z97364EYW00312201    ","2017-07-09 00:43:12"
852450796,093002417475,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312183    ","2017-07-09 00:44:37"
852454639,093002419109,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312218    ","2017-07-09 02:00:37"
852464962,093002426081,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312227    ","2017-07-09 11:16:37"
852471792,093002432635,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312245    ","2017-07-09 13:30:12"
851369548,093002434503,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312272    ","2017-07-09 14:01:14"
852474841,093002435035,"2017-07-09 00:00:00",R,UPS,GDE,"1Z97364EYW00312256    ","2017-07-09 14:12:13"
852474841,093002435035,"2017-07-09 00:00:00",R,UPS,GDE,"1Z97364EYW00312256    ","2017-07-09 14:12:13"
852478753,093002438231,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312281    ","2017-07-09 15:02:38"
852478753,093002438231,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312281    ","2017-07-09 15:02:38"
852478753,093002438231,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312281    ","2017-07-09 15:02:38"
852478753,093002438231,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312281    ","2017-07-09 15:02:38"
852478753,093002438231,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312281    ","2017-07-09 15:02:38"
852478753,093002438231,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312281    ","2017-07-09 15:02:38"
852482123,093002440395,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312290    ","2017-07-09 15:23:42"
852488148,093002446400,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312307    ","2017-07-09 16:53:12"
851507977,093002450938,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312316    ","2017-07-09 18:05:08"
852494157,093002452532,"2017-07-09 00:00:00",R,UPS,GDE,"1Z97364EYW00312327    ","2017-07-09 18:28:13"
852494157,093002452532,"2017-07-09 00:00:00",R,UPS,GDE,"1Z97364EYW00312327    ","2017-07-09 18:28:13"
852500331,093002456374,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312334    ","2017-07-09 19:54:47"
852499060,093002455861,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312343    ","2017-07-09 20:03:13"
852499060,093002455861,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312343    ","2017-07-09 20:03:13"
852499060,093002455861,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312343    ","2017-07-09 20:03:13"
852499060,093002455861,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312343    ","2017-07-09 20:03:13"
852500986,093002457673,"2017-07-09 00:00:00",R,UPS,GDE,"1Z97364EYW00312354    ","2017-07-09 20:09:08"
852500986,093002457673,"2017-07-09 00:00:00",R,UPS,GDE,"1Z97364EYW00312354    ","2017-07-09 20:09:08"
852501265,093002457588,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312361    ","2017-07-09 20:42:13"
852497114,093002459428,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312370    ","2017-07-09 21:05:08"
852497114,093002459428,"2017-07-09 00:00:00",A,UPS,GD,"1Z97364E0300312370    ","2017-07-09 21:05:08"
852507263,093002464229,"2017-07-09 00:00:00",R,UPS,GDE,"1Z97364EYW00312381    ","2017-07-09 22:38:42"
847466908,093002469510,"2017-07-10 00:00:00",A,UPS,GD,"1Z97364E0300312496    ","2017-07-10 00:31:38"
852495686,093002492557,"2017-07-10 00:00:00",R,UPS,GDE,"1Z97364EYW00312461    ","2017-07-10 02:05:08"
852517117,093002492835,"2017-07-10 00:00:00",A,UPS,GD,"1Z97364E0300312487    ","2017-07-10 02:29:08"
852517117,093002492835,"2017-07-10 00:00:00",A,UPS,GD,"1Z97364E0300312487    ","2017-07-10 02:29:08"
852517117,093002492835,"2017-07-10 00:00:00",A,UPS,GD,"1Z97364E0300312487    ","2017-07-10 02:29:08"
852517117,093002492835,"2017-07-10 00:00:00",A,UPS,GD,"1Z97364E0300312487    ","2017-07-10 02:29:08"
848273682,093002535309,"2017-07-10 00:00:00",R,UPS,GDE,"1Z97364EYW00312470    ","2017-07-10 12:21:38"
852535036,093002538837,"2017-07-10 00:00:00",R,UPS,GDE,"1Z97364EYW00312505    ","2017-07-10 13:25:14"
852535036,093002538837,"2017-07-10 00:00:00",R,UPS,GDE,"1Z97364EYW00312505    ","2017-07-10 13:25:14"
852535036,093002538837,"2017-07-10 00:00:00",R,UPS,GDE,"1Z97364EYW00312505    ","2017-07-10 13:25:14"
852535036,093002538837,"2017-07-10 00:00:00",R,UPS,GDE,"1Z97364EYW00312505    ","2017-07-10 13:25:14"
852540184,093002541659,"2017-07-10 00:00:00",R,UPS,GDE,"1Z97364EYW00312514    ","2017-07-10 13:47:43"
852537559,093002542346,"2017-07-10 00:00:00",A,UPS,GD,"1Z97364E0300312549    ","2017-07-10 14:23:08"
852540364,093002542154,"2017-07-10 00:00:00",A,UPS,GD,"1Z97364E0300312530    ","2017-07-10 14:23:44"
