order_id,salescheck,shipped_date,delivery_type_code,carrier,ship_mode,tracking_number,create_time
852451222,093002416067,"2017-07-09 00:00:00",A,UPS,GD,"1Z9870980300277362    ","2017-07-08 23:59:38"
852451222,093002416067,"2017-07-09 00:00:00",A,UPS,GD,"1Z9870980300277362    ","2017-07-08 23:59:38"
852451222,093002416067,"2017-07-09 00:00:00",A,UPS,GD,"1Z9870980300277362    ","2017-07-08 23:59:38"
852451276,093002416927,"2017-07-09 00:00:00",A,UPS,GD,"1Z9870980300277380    ","2017-07-09 00:15:08"
852451276,093002416927,"2017-07-09 00:00:00",A,UPS,GD,"1Z9870980300277380    ","2017-07-09 00:15:08"
852451276,093002416927,"2017-07-09 00:00:00",A,UPS,GD,"1Z9870980300277380    ","2017-07-09 00:15:08"
852454974,093002419225,"2017-07-09 00:00:00",A,UPS,GD,"1Z9870980300277353    ","2017-07-09 02:24:42"
852118124,093002426374,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987098YW00277373    ","2017-07-09 11:23:38"
852479785,093002438884,"2017-07-09 00:00:00",A,UPS,GD,"1Z9870980300277399    ","2017-07-09 14:48:37"
852480017,093002440613,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987098YW00277408    ","2017-07-09 15:16:08"
852480017,093002440613,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987098YW00277408    ","2017-07-09 15:16:08"
852488508,093002446738,"2017-07-09 00:00:00",A,UPS,GD,"1Z9870980300277415    ","2017-07-09 16:46:07"
852486541,093002447171,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987098YW00277435    ","2017-07-09 17:00:43"
852432390,093002448225,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987098YW00277426    ","2017-07-09 17:34:38"
852432390,093002448225,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987098YW00277426    ","2017-07-09 17:34:38"
852494270,093002451774,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987098YW00277453    ","2017-07-09 18:12:50"
852494484,093002452043,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987098YW00277444    ","2017-07-09 18:18:08"
852483171,093002451251,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987098YW00277462    ","2017-07-09 18:29:43"
852483171,093002451251,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987098YW00277462    ","2017-07-09 18:29:43"
852483171,093002451251,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987098YW00277462    ","2017-07-09 18:29:43"
852496962,093002454932,"2017-07-09 00:00:00",A,UPS,GD,"1Z9870980300277479    ","2017-07-09 19:36:42"
852500603,093002457124,"2017-07-09 00:00:00",A,UPS,GD,"1Z9870980300277488    ","2017-07-09 20:22:12"
852504114,093002460587,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277560    ","2017-07-09 21:33:42"
852503370,093002460781,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277577    ","2017-07-09 21:38:38"
852503370,093002460781,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277577    ","2017-07-09 21:38:38"
852503370,093002460781,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277577    ","2017-07-09 21:38:38"
852503370,093002460781,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277577    ","2017-07-09 21:38:38"
852505134,093002461082,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277613    ","2017-07-09 21:42:38"
852507719,093002463912,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277524    ","2017-07-09 22:27:08"
852507719,093002463912,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277524    ","2017-07-09 22:27:08"
852510263,093002466094,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277533    ","2017-07-09 23:21:07"
852510688,093002466458,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277620    ","2017-07-09 23:32:42"
852510688,093002466458,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277620    ","2017-07-09 23:32:42"
852518412,093002493602,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277604    ","2017-07-10 03:14:42"
852518412,093002493602,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277604    ","2017-07-10 03:14:42"
852519514,093002494153,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277540    ","2017-07-10 05:01:42"
851095470,093002495324,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277559    ","2017-07-10 06:30:08"
851095470,093002495324,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277559    ","2017-07-10 06:30:08"
851095470,093002495324,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277559    ","2017-07-10 06:30:08"
851095470,093002495324,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277559    ","2017-07-10 06:30:08"
852532004,093002534191,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277597    ","2017-07-10 12:08:38"
852532004,093002534191,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277597    ","2017-07-10 12:08:38"
852534829,093002536927,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277588    ","2017-07-10 12:52:44"
852535416,093002538802,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277657    ","2017-07-10 13:19:45"
852535416,093002538802,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277657    ","2017-07-10 13:19:45"
852535416,093002538802,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277657    ","2017-07-10 13:19:45"
852535416,093002538802,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277657    ","2017-07-10 13:19:45"
852535416,093002538802,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277657    ","2017-07-10 13:19:45"
852535416,093002538802,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277657    ","2017-07-10 13:19:45"
852535416,093002538802,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277657    ","2017-07-10 13:19:45"
852535416,093002538802,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277657    ","2017-07-10 13:19:45"
852535416,093002538802,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277657    ","2017-07-10 13:19:45"
852535416,093002538802,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277657    ","2017-07-10 13:19:45"
852535416,093002538802,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277657    ","2017-07-10 13:19:45"
852538095,093002540206,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277640    ","2017-07-10 13:25:15"
852538273,093002540219,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277639    ","2017-07-10 13:43:08"
852538871,093002543413,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277668    ","2017-07-10 14:13:43"
852540335,093002542627,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277677    ","2017-07-10 14:25:44"
852540335,093002542627,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277677    ","2017-07-10 14:25:44"
852541621,093002542902,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277686    ","2017-07-10 14:35:14"
852541621,093002542902,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277686    ","2017-07-10 14:35:14"
852541621,093002542902,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987098YW00277686    ","2017-07-10 14:35:14"
852543698,093002572662,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277693    ","2017-07-10 16:39:38"
852543698,093002572662,"2017-07-10 00:00:00",A,UPS,GD,"1Z9870980300277693    ","2017-07-10 16:39:38"
