order_id,salescheck,shipped_date,delivery_type_code,carrier,ship_mode,tracking_number,create_time
852455057,093002419048,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987185YW00281292    ","2017-07-09 02:14:38"
852455057,093002419048,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987185YW00281292    ","2017-07-09 02:14:38"
852455057,093002419048,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987185YW00281292    ","2017-07-09 02:14:38"
852453615,093002424609,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987185YW00281327    ","2017-07-09 10:22:08"
852466005,093002427039,"2017-07-09 00:00:00",A,UPS,GD,"1Z9871850300281307    ","2017-07-09 11:36:13"
852466005,093002427039,"2017-07-09 00:00:00",A,UPS,GD,"1Z9871850300281307    ","2017-07-09 11:36:13"
852466005,093002427039,"2017-07-09 00:00:00",A,UPS,GD,"1Z9871850300281307    ","2017-07-09 11:36:13"
852466124,093002427602,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987185YW00281318    ","2017-07-09 11:42:43"
852466142,093002428172,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281558    ","2017-07-09 12:05:13"
852468274,093002430385,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987185YW00281336    ","2017-07-09 12:51:12"
852471271,093002433217,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987185YW00281354    ","2017-07-09 13:39:37"
852471271,093002433217,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987185YW00281354    ","2017-07-09 13:39:37"
852472679,093002432987,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987185YW00281345    ","2017-07-09 13:42:12"
852473379,093002433342,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987185YW00281274    ","2017-07-09 13:46:12"
852480117,093002438965,"2017-07-09 00:00:00",R,UPS,GDE,"1Z987185YW00281363    ","2017-07-09 15:14:37"
852486587,093002445179,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281398    ","2017-07-09 16:28:15"
852486587,093002445179,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281398    ","2017-07-09 16:28:15"
852494334,093002451564,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281407    ","2017-07-09 18:14:56"
852498280,093002455578,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281414    ","2017-07-09 19:57:12"
852502810,093002458878,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281425    ","2017-07-09 21:01:12"
852501361,093002491865,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281461    ","2017-07-10 02:08:12"
852508128,093002492647,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281470    ","2017-07-10 02:29:38"
852508128,093002492647,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281470    ","2017-07-10 02:29:38"
852521034,093002494957,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281450    ","2017-07-10 06:50:09"
852521034,093002494957,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281450    ","2017-07-10 06:50:09"
852521034,093002494957,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281450    ","2017-07-10 06:50:09"
852521034,093002494957,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281450    ","2017-07-10 06:50:09"
852521034,093002494957,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281450    ","2017-07-10 06:50:09"
852521034,093002494957,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281450    ","2017-07-10 06:50:09"
852521034,093002494957,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281450    ","2017-07-10 06:50:09"
852521034,093002494957,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281450    ","2017-07-10 06:50:09"
852522003,093002496043,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281496    ","2017-07-10 08:07:12"
852522003,093002496043,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281496    ","2017-07-10 08:07:12"
852522003,093002496043,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281496    ","2017-07-10 08:07:12"
852521764,093002496153,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281503    ","2017-07-10 08:34:12"
852521764,093002496153,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281503    ","2017-07-10 08:34:12"
852524890,093002498447,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281443    ","2017-07-10 10:00:38"
852524890,093002498447,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281443    ","2017-07-10 10:00:38"
852524890,093002498447,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281443    ","2017-07-10 10:00:38"
852524890,093002498447,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281443    ","2017-07-10 10:00:38"
852524890,093002498447,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281443    ","2017-07-10 10:00:38"
852525522,093002499830,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281434    ","2017-07-10 10:32:08"
852529029,093002532069,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281487    ","2017-07-10 11:26:08"
852535292,093002538051,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281532    ","2017-07-10 13:09:08"
999341999,093002538341,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281514    ","2017-07-10 13:16:38"
999341999,093002538341,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281514    ","2017-07-10 13:16:38"
999341999,093002538341,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281514    ","2017-07-10 13:16:38"
851880609,093002545477,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281523    ","2017-07-10 15:17:08"
851880609,093002545477,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281523    ","2017-07-10 15:17:08"
851880609,093002545477,"2017-07-10 00:00:00",R,UPS,GDE,"1Z987185YW00281523    ","2017-07-10 15:17:08"
852548934,093002549850,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281549    ","2017-07-10 15:55:44"
852548934,093002549850,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281549    ","2017-07-10 15:55:44"
852548934,093002549850,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281549    ","2017-07-10 15:55:44"
852548934,093002549850,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281549    ","2017-07-10 15:55:44"
852548934,093002549850,"2017-07-10 00:00:00",A,UPS,GD,"1Z9871850300281549    ","2017-07-10 15:55:44"
851815388,093002570786,"2017-07-11 00:00:00",R,UPS,GDE,"1Z987185YW00281569    ","2017-07-10 16:24:38"
851815388,093002570786,"2017-07-11 00:00:00",R,UPS,GDE,"1Z987185YW00281569    ","2017-07-10 16:24:38"
851815388,093002570786,"2017-07-11 00:00:00",R,UPS,GDE,"1Z987185YW00281569    ","2017-07-10 16:24:38"
851815388,093002570786,"2017-07-11 00:00:00",R,UPS,GDE,"1Z987185YW00281569    ","2017-07-10 16:24:38"
852553665,093002573640,"2017-07-11 00:00:00",A,UPS,GD,"1Z9871850300281576    ","2017-07-10 16:57:44"
852553665,093002573640,"2017-07-11 00:00:00",A,UPS,GD,"1Z9871850300281576    ","2017-07-10 16:57:44"
852553665,093002573640,"2017-07-11 00:00:00",A,UPS,GD,"1Z9871850300281576    ","2017-07-10 16:57:44"
852553665,093002573640,"2017-07-11 00:00:00",A,UPS,GD,"1Z9871850300281576    ","2017-07-10 16:57:44"
852550416,093002578382,"2017-07-11 00:00:00",R,UPS,GDE,"1Z987185YW00281587    ","2017-07-10 18:48:38"
852558882,093002578858,"2017-07-11 00:00:00",A,UPS,GD,"1Z9871850300281594    ","2017-07-10 19:00:43"
852558882,093002578858,"2017-07-11 00:00:00",A,UPS,GD,"1Z9871850300281594    ","2017-07-10 19:00:43"
852558882,093002578858,"2017-07-11 00:00:00",A,UPS,GD,"1Z9871850300281594    ","2017-07-10 19:00:43"
852558882,093002578858,"2017-07-11 00:00:00",A,UPS,GD,"1Z9871850300281594    ","2017-07-10 19:00:43"
852535015,093002579585,"2017-07-11 00:00:00",A,UPS,GD,"1Z9871850300281601    ","2017-07-10 19:16:08"
852535015,093002579585,"2017-07-11 00:00:00",A,UPS,GD,"1Z9871850300281601    ","2017-07-10 19:16:08"
852535015,093002579585,"2017-07-11 00:00:00",A,UPS,GD,"1Z9871850300281601    ","2017-07-10 19:16:08"
852565877,093002584436,"2017-07-11 00:00:00",A,UPS,GD,"1Z9871850300281692    ","2017-07-10 20:45:42"
852570532,093002588251,"2017-07-11 00:00:00",R,UPS,GDE,"1Z987185YW00281685    ","2017-07-10 21:33:18"
852569893,093002587580,"2017-07-11 00:00:00",R,UPS,GDE,"1Z987185YW00281667    ","2017-07-10 22:05:42"
852571619,093002588992,"2017-07-11 00:00:00",R,UPS,GDE,"1Z987185YW00281621    ","2017-07-10 22:35:12"
846547228,093002591976,"2017-07-11 00:00:00",R,UPS,GDE,"1Z987185YW00281612    ","2017-07-10 23:29:07"
852579262,093002597838,"2017-07-11 00:00:00",R,UPS,GDE,"1Z987185YW00281649    ","2017-07-11 01:55:12"
852356133,093002599719,"2017-07-11 00:00:00",A,UPS,GD,"1Z9871850300281656    ","2017-07-11 04:21:59"
852356133,093002599719,"2017-07-11 00:00:00",A,UPS,GD,"1Z9871850300281656    ","2017-07-11 04:21:59"
